TO:	SUBMISSION	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	question-header	question-header	0.6048	0.001	0.504	0.001	0.4748	0.015	0
TO:	S.	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	no-link	question-answer	-0.0676	-0.0968	-0.1127	0.0	0.001	0.014	0
TO:	P.	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	no-link	question-answer	-0.0836	-0.1127	-0.13	0.0	0.001	0.014	0
TO:	FROM:	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	no-link	question-question	0.0279	-0.0013	-0.0544	-0.03	-0.031	-0.016	0
TO:	W.	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.20291777188328913, 0.138, 0.22546419098143236, 0.153]	no-link	question-answer	-0.0849	-0.1141	-0.1366	-0.03	-0.031	-0.016	0
TO:	JUNE	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.4986737400530504, 0.139, 0.5397877984084881, 0.153]	no-link	question-question	-0.3806	-0.4098	-0.4509	-0.031	-0.031	-0.017	0
TO:	SEPT	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.6962864721485411, 0.14, 0.7360742705570292, 0.153]	no-link	question-question	-0.5782	-0.6074	-0.6472	-0.032	-0.031	-0.018	0
TO:	R.	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.1870026525198939, 0.14, 0.20159151193633953, 0.153]	no-link	question-answer	-0.069	-0.0981	-0.1127	-0.032	-0.031	-0.018	0
TO:	FROM:	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	line-line	question-question	0.0544	0.03	0.0013	0.031	-0.0279	0.045	0
TO:	S.	[0.08885941644562334, 0.108, 0.11803713527851459, 0.122]	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	question-answer	question-answer	0.1127	0.0	0.0968	-0.001	0.0676	0.013	0
S.	P.	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	word-word	answer-answer	0.0332	0.0	0.0159	0.0	0.0	0.013	0
S.	SUBMISSION	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	no-link	answer-header	-0.3912	-0.4072	-0.508	-0.001	-0.002	0.012	0
S.	FROM:	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	no-link	answer-question	0.1114	0.0955	0.0424	-0.03	-0.032	-0.017	0
S.	W.	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.20291777188328913, 0.138, 0.22546419098143236, 0.153]	no-link	answer-answer	-0.0013	-0.0172	-0.0398	-0.03	-0.032	-0.017	0
S.	JUNE	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.4986737400530504, 0.139, 0.5397877984084881, 0.153]	no-link	answer-question	-0.2971	-0.313	-0.3541	-0.031	-0.032	-0.018	0
S.	SEPT	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.6962864721485411, 0.14, 0.7360742705570292, 0.153]	no-link	answer-question	-0.4947	-0.5106	-0.5504	-0.032	-0.032	-0.019	0
S.	R.	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.1870026525198939, 0.14, 0.20159151193633953, 0.153]	no-link	answer-answer	0.0146	-0.0013	-0.0159	-0.032	-0.032	-0.019	0
S.	AUG	[0.1856763925729443, 0.108, 0.20159151193633953, 0.121]	[0.5026525198938993, 0.169, 0.5344827586206896, 0.183]	no-link	answer-question	-0.3011	-0.317	-0.3488	-0.061	-0.062	-0.048	0
P.	ZOLOT	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.22015915119363394, 0.108, 0.2718832891246684, 0.121]	word-word	answer-answer	0.0703	0.0	0.0186	0.0	0.0013	0.013	0
P.	SUBMISSION	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	no-link	answer-question	-0.374	-0.3912	-0.492	-0.001	-0.002	0.012	0
P.	FROM:	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	no-link	answer-question	0.1286	0.1114	0.0584	-0.03	-0.032	-0.017	0
P.	W.	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.20291777188328913, 0.138, 0.22546419098143236, 0.153]	no-link	answer-answer	0.0159	-0.0013	-0.0239	-0.03	-0.032	-0.017	0
P.	JUNE	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.4986737400530504, 0.139, 0.5397877984084881, 0.153]	no-link	answer-question	-0.2798	-0.2971	-0.3382	-0.031	-0.032	-0.018	0
P.	SEPT	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.6962864721485411, 0.14, 0.7360742705570292, 0.153]	no-link	answer-question	-0.4775	-0.4947	-0.5345	-0.032	-0.032	-0.019	0
P.	R.	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.1870026525198939, 0.14, 0.20159151193633953, 0.153]	no-link	answer-answer	0.0318	0.0146	0.0	-0.032	-0.032	-0.019	0
P.	AUG	[0.20159151193633953, 0.108, 0.21883289124668434, 0.121]	[0.5026525198938993, 0.169, 0.5344827586206896, 0.183]	no-link	answer-question	-0.2838	-0.3011	-0.3329	-0.061	-0.062	-0.048	0
SUBMISSION	DATE	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.6962864721485411, 0.109, 0.7413793103448276, 0.123]	word-word	header-header	0.1485	0.0	0.1034	0.0	0.0027	0.014	0
SUBMISSION	FROM:	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	no-link	header-question	0.6034	0.5027	0.4496	-0.029	-0.03	-0.015	0
SUBMISSION	W.	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.20291777188328913, 0.138, 0.22546419098143236, 0.153]	no-link	header-answer	0.4907	0.3899	0.3674	-0.029	-0.03	-0.015	0
SUBMISSION	JUNE	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.4986737400530504, 0.139, 0.5397877984084881, 0.153]	no-link	header-question	0.195	0.0942	0.0531	-0.03	-0.03	-0.016	0
SUBMISSION	SEPT	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.6962864721485411, 0.14, 0.7360742705570292, 0.153]	no-link	header-question	-0.0027	-0.1034	-0.1432	-0.031	-0.03	-0.017	0
SUBMISSION	R.	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.1870026525198939, 0.14, 0.20159151193633953, 0.153]	no-link	header-answer	0.5066	0.4058	0.3912	-0.031	-0.03	-0.017	0
SUBMISSION	AUG	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.5026525198938993, 0.169, 0.5344827586206896, 0.183]	no-link	header-question	0.191	0.0902	0.0584	-0.06	-0.06	-0.046	0
SUBMISSION	JUNE	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.4986737400530504, 0.139, 0.5397877984084881, 0.153]	header-question	header-question	-0.0531	0.03	-0.0942	0.03	-0.195	0.044	0
SUBMISSION	SEPT	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.6962864721485411, 0.14, 0.7360742705570292, 0.153]	header-question	header-question	0.1432	0.031	0.1034	0.03	0.0027	0.044	0
SUBMISSION	NOV	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.7015915119363395, 0.171, 0.7387267904509284, 0.184]	header-question	header-question	0.1459	0.062	0.1088	0.061	0.008	0.075	0
SUBMISSION	AUG	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.5026525198938993, 0.169, 0.5344827586206896, 0.183]	header-question	header-question	-0.0584	0.06	-0.0902	0.06	-0.191	0.074	0
SUBMISSION	DATE	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.6962864721485411, 0.109, 0.7413793103448276, 0.123]	word-word	header-header	0.1485	0.0	0.1034	0.0	0.0027	0.014	1
SUBMISSION	DATE	[0.5928381962864722, 0.109, 0.6936339522546419, 0.123]	[0.6962864721485411, 0.109, 0.7413793103448276, 0.123]	word-word	header-header	0.1485	0.0	0.1034	0.0	0.0027	0.014	2
FROM:	JUNE	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.4986737400530504, 0.139, 0.5397877984084881, 0.153]	question-question	question-question	0.4496	0.001	0.4085	0.0	0.3554	0.015	1
FROM:	W.	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.20291777188328913, 0.138, 0.22546419098143236, 0.153]	no-link	question-answer	-0.0597	-0.1127	-0.1353	0.0	0.0	0.015	1
FROM:	SEPT	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.6962864721485411, 0.14, 0.7360742705570292, 0.153]	no-link	question-question	-0.5531	-0.6061	-0.6459	-0.002	0.0	0.013	1
FROM:	R.	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.1870026525198939, 0.14, 0.20159151193633953, 0.153]	no-link	question-answer	-0.0438	-0.0968	-0.1114	-0.002	0.0	0.013	1
FROM:	AUG	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.5026525198938993, 0.169, 0.5344827586206896, 0.183]	no-link	question-question	-0.3594	-0.4125	-0.4443	-0.031	-0.03	-0.016	1
FROM:	NOV	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.7015915119363395, 0.171, 0.7387267904509284, 0.184]	no-link	question-question	-0.5584	-0.6114	-0.6485	-0.033	-0.031	-0.018	1
FROM:	SPECIALS	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.27984084880636606, 0.199, 0.3660477453580902, 0.214]	no-link	question-answer	-0.1366	-0.1897	-0.2759	-0.061	-0.061	-0.046	1
FROM:	AUG	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.5026525198938993, 0.169, 0.5344827586206896, 0.183]	line-line	question-question	0.4443	0.031	0.4125	0.03	0.3594	0.045	1
FROM:	EXPANSION	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.3713527851458886, 0.2, 0.46021220159151194, 0.214]	no-link	question-answer	-0.2281	-0.2812	-0.37	-0.062	-0.061	-0.047	1
FROM:	R.	[0.09018567639257294, 0.138, 0.14323607427055704, 0.153]	[0.1870026525198939, 0.14, 0.20159151193633953, 0.153]	question-answer	question-answer	0.1114	0.002	0.0968	0.0	0.0438	0.015	1
