CORPORATION	CIGARETTE	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.30238726790450926, 0.147, 0.40450928381962864, 0.164]	word-word	header-header	-0.0915	0.045	-0.1936	0.045	-0.3183	0.062	0
CORPORATION	FEDERAL	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.2692307692307692, 0.105, 0.34880636604774534, 0.12]	no-link	header-question	0.3515	0.2268	0.1472	-0.003	-0.001	0.014	0
CORPORATION	SAMPLING	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.41114058355437666, 0.147, 0.5, 0.161]	no-link	header-header	0.2095	0.0849	-0.004	-0.045	-0.042	-0.028	0
CORPORATION	MARKET:	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.09681697612732096, 0.205, 0.1724137931034483, 0.219]	no-link	header-question	0.5239	0.3992	0.3236	-0.103	-0.1	-0.086	0
CORPORATION	Old	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.2864721485411141, 0.256, 0.3156498673740053, 0.269]	no-link	header-answer	0.3342	0.2095	0.1804	-0.154	-0.15	-0.137	0
CORPORATION	Gold	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.3222811671087533, 0.256, 0.36074270557029176, 0.269]	no-link	header-answer	0.2984	0.1737	0.1353	-0.154	-0.15	-0.137	0
CORPORATION	PRODUCT:	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.09681697612732096, 0.257, 0.1816976127320955, 0.274]	no-link	header-question	0.5239	0.3992	0.3143	-0.155	-0.155	-0.138	0
CORPORATION	3	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.3594164456233422, 0.323, 0.37002652519893897, 0.334]	no-link	header-answer	0.2613	0.1366	0.126	-0.221	-0.215	-0.204	0
CORPORATION	through	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.376657824933687, 0.323, 0.4416445623342175, 0.334]	no-link	header-answer	0.244	0.1194	0.0544	-0.221	-0.215	-0.204	0
CORPORATION	October	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.4469496021220159, 0.323, 0.5092838196286472, 0.336]	no-link	header-answer	0.1737	0.0491	-0.0133	-0.221	-0.217	-0.204	0
CORPORATION	DATES:	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	[0.10742705570291777, 0.325, 0.16976127320954906, 0.339]	no-link	header-question	0.5133	0.3886	0.3263	-0.223	-0.22	-0.206	0
DISTRIBUTING	CORPORATION	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.4960212201591512, 0.102, 0.6206896551724138, 0.119]	word-word	header-header	0.2653	-0.001	0.1406	-0.001	0.0053	0.016	0
DISTRIBUTING	FEDERAL	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.2692307692307692, 0.105, 0.34880636604774534, 0.12]	no-link	header-header	0.2215	0.0862	0.0066	-0.002	0.0	0.015	0
DISTRIBUTING	CIGARETTE	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.30238726790450926, 0.147, 0.40450928381962864, 0.164]	no-link	header-header	0.1883	0.0531	-0.0491	-0.044	-0.044	-0.027	0
DISTRIBUTING	SAMPLING	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.41114058355437666, 0.147, 0.5, 0.161]	no-link	header-header	0.0796	-0.0557	-0.1446	-0.044	-0.041	-0.027	0
DISTRIBUTING	MARKET:	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.09681697612732096, 0.205, 0.1724137931034483, 0.219]	no-link	header-question	0.3939	0.2586	0.183	-0.102	-0.099	-0.085	0
DISTRIBUTING	Old	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.2864721485411141, 0.256, 0.3156498673740053, 0.269]	no-link	header-answer	0.2042	0.069	0.0398	-0.153	-0.149	-0.136	0
DISTRIBUTING	Gold	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.3222811671087533, 0.256, 0.36074270557029176, 0.269]	no-link	header-answer	0.1684	0.0332	-0.0053	-0.153	-0.149	-0.136	0
DISTRIBUTING	PRODUCT:	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.09681697612732096, 0.257, 0.1816976127320955, 0.274]	no-link	header-question	0.3939	0.2586	0.1737	-0.154	-0.154	-0.137	0
DISTRIBUTING	3	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.3594164456233422, 0.323, 0.37002652519893897, 0.334]	no-link	header-answer	0.1313	-0.004	-0.0146	-0.22	-0.214	-0.203	0
DISTRIBUTING	through	[0.35543766578249336, 0.103, 0.4907161803713528, 0.12]	[0.376657824933687, 0.323, 0.4416445623342175, 0.334]	no-link	header-answer	0.1141	-0.0212	-0.0862	-0.22	-0.214	-0.203	0
